,Open,High,Low,Close,Volume,DeliveryPct
2016-08-16,10160.1,10325.0,10020.45,10203.6,90636.0,
2016-08-17,10200.0,10250.0,10134.25,10208.8,39552.0,
2016-08-18,10234.35,10293.45,10069.0,10134.55,61883.0,
2016-08-19,10200.0,10240.0,10125.1,10183.1,40676.0,
2016-08-22,10167.9,10232.0,10121.1,10166.15,49427.0,
2016-08-23,10239.5,10239.5,9915.0,10040.65,66954.0,
2016-08-24,10129.0,10149.0,10026.5,10053.6,43754.0,
2016-08-25,10060.0,10342.0,10026.05,10289.65,125453.0,
2016-08-26,10355.55,10620.0,10347.45,10480.9,91624.0,
2016-08-29,10578.0,10807.65,10418.15,10743.6,106460.0,
2016-08-30,10872.0,10940.0,10705.55,10777.4,139423.0,
2016-08-31,11000.0,11162.95,10811.05,11011.1,191009.0,
2016-09-01,11030.5,11260.0,11000.0,11160.85,129191.0,
2016-09-02,11229.0,11280.0,11079.0,11139.8,100160.0,
2016-09-06,11201.0,11299.0,11176.1,11265.85,75534.0,
2016-09-07,11295.0,11740.0,11294.0,11393.3,251934.0,
2016-09-08,1153.9,1173.6,1080.0,1162.8,1604933.0,
2016-09-09,1171.0,1183.9,1144.55,1153.55,758416.0,
2016-09-12,1124.8,1133.85,1050.0,1094.4,1034612.0,
2016-09-14,1103.0,1108.0,1068.0,1101.05,1049761.0,
2016-09-15,1108.9,1113.0,1085.0,1099.0,661551.0,
2016-09-16,1109.0,1117.1,1080.7,1087.85,803966.0,
2016-09-19,1096.5,1096.5,1072.2,1075.9,824883.0,
2016-09-20,1050.05,1088.95,1050.05,1075.05,597126.0,
2016-09-21,1084.9,1084.9,1066.05,1070.25,722885.0,
2016-09-22,1083.25,1132.2,1070.75,1127.95,1363628.0,
2016-09-23,1138.4,1144.5,1118.3,1126.5,1160432.0,
2016-09-26,1118.0,1139.85,1115.55,1122.8,648551.0,
2016-09-27,1130.0,1130.0,1091.85,1098.6,905372.0,
2016-09-28,1105.0,1113.9,1092.05,1106.1,875357.0,
2016-09-29,1120.0,1123.0,1011.2,1037.15,1550065.0,
2016-09-30,1039.95,1066.05,1020.55,1055.9,1151711.0,
2016-10-03,1069.0,1090.0,1068.3,1086.7,881426.0,
2016-10-04,1092.0,1096.35,1072.0,1083.75,490022.0,
2016-10-05,1090.0,1093.85,1068.3,1074.25,729161.0,
2016-10-06,1076.05,1105.0,1066.0,1077.25,1182671.0,
2016-10-07,1086.7,1090.0,1076.0,1082.5,606885.0,
2016-10-10,1085.15,1092.65,1072.5,1073.95,382402.0,
2016-10-13,1085.0,1085.0,1040.2,1053.95,969024.0,
2016-10-14,1061.8,1069.8,1040.1,1061.3,819460.0,
2016-10-17,1064.7,1085.0,1051.05,1078.85,920879.0,
2016-10-18,1089.0,1121.0,1085.1,1117.35,1356207.0,
2016-10-19,1123.3,1129.95,1111.25,1118.85,648141.0,
2016-10-20,1123.5,1135.0,1117.6,1121.4,535999.0,
2016-10-21,1126.0,1139.0,1115.3,1134.3,466028.0,
2016-10-24,1136.5,1142.15,1125.2,1128.95,399832.0,
2016-10-25,1128.0,1145.0,1115.1,1141.7,417201.0,
2016-10-26,1140.0,1163.3,1125.05,1148.4,971690.0,
2016-10-27,1150.95,1162.0,1098.0,1104.8,2014635.0,
2016-10-28,1105.1,1107.0,1052.7,1072.55,1452433.0,
2016-11-01,1087.0,1089.95,1056.3,1060.8,903775.0,
2016-11-02,1048.0,1050.0,1015.6,1019.85,1329886.0,
2016-11-03,1029.8,1046.15,1015.0,1030.85,968028.0,
2016-11-04,1035.0,1036.2,970.1,993.15,1666744.0,
2016-11-07,1009.8,1028.4,985.2,990.4,1063258.0,
2016-11-08,996.7,1001.9,972.0,983.7,960336.0,
2016-11-09,920.0,934.5,836.15,929.15,3384855.0,
2016-11-10,950.0,979.3,923.9,929.2,1753921.0,
2016-11-11,920.0,920.0,850.0,858.1,2780607.0,
2016-11-15,868.6,868.6,762.3,815.05,4368353.0,
2016-11-16,827.0,942.7,803.55,899.8,7757348.0,
2016-11-17,903.5,903.5,860.0,871.15,1929384.0,
2016-11-18,872.0,901.45,865.0,878.4,1647276.0,
2016-11-21,891.45,891.45,815.5,832.2,2076791.0,
2016-11-22,850.05,863.0,830.25,858.0,1434086.0,
2016-11-23,871.0,871.45,844.5,850.25,1161595.0,
2016-11-24,847.5,850.85,816.15,820.7,1613090.0,
2016-11-25,831.0,884.0,823.25,877.9,1623036.0,
2016-11-28,876.2,899.0,857.8,879.25,1818863.0,
2016-11-29,884.5,926.3,883.9,907.25,2546446.0,
2016-11-30,910.0,927.85,909.05,919.8,1775315.0,
2016-12-01,926.0,929.9,910.0,914.2,997475.0,
2016-12-02,904.0,910.0,880.0,886.5,1818221.0,
2016-12-05,887.0,907.8,885.0,902.25,797813.0,
2016-12-06,903.3,923.9,893.3,898.05,878434.0,
2016-12-07,906.7,910.75,875.65,891.05,888028.0,
2016-12-08,908.0,915.9,904.1,911.55,1001920.0,
2016-12-09,913.8,917.7,891.55,896.35,651767.0,
2016-12-12,896.75,896.75,834.0,843.6,2395425.0,
2016-12-13,820.0,843.4,805.0,836.75,2913971.0,
2016-12-14,839.7,857.85,832.8,848.75,1423592.0,
2016-12-15,835.1,866.9,831.05,853.8,833495.0,
2016-12-16,860.9,863.0,848.0,850.8,626459.0,
2016-12-19,853.2,853.2,818.9,822.9,808312.0,
2016-12-20,825.0,829.5,786.3,805.8,2029604.0,
2016-12-21,811.0,814.8,783.05,788.6,1608265.0,
